travel_km,electricity,screen_time,waste,emission,food_encoded,transport
7.0,5.951442857,21.0,4.0,1911.0,0,7
36.0,5.951442857,0.0,6.0,2551.0,0,7
35.0,5.951442857,20.0,2.0,1045.0,0,7
1787.0,5.951442857,1.0,3.0,3995.0,0,6
8250.0,5.951442857,14.0,4.0,2901.0,0,5
909.0,5.951442857,15.0,4.0,2958.0,1,6
356.0,5.951442857,9.0,4.0,1409.0,0,6
47.0,5.951442857,6.0,5.0,2511.0,0,7
6142.0,5.951442857,13.0,4.0,4173.0,0,5
1808.0,5.951442857,18.0,5.0,1809.0,0,6
1578.0,5.951442857,14.0,6.0,2850.0,0,6
3657.0,5.951442857,1.0,7.0,1466.0,0,5
92.0,5.951442857,21.0,4.0,2403.0,1,7
74.0,5.951442857,2.0,5.0,1045.0,0,7
120.0,5.951442857,21.0,4.0,1461.0,0,6
19.0,5.951442857,23.0,6.0,3290.0,0,7
521.0,5.951442857,11.0,6.0,2278.0,0,6
83.0,5.951442857,5.0,7.0,1443.0,0,7
501.0,5.951442857,3.0,6.0,2225.0,0,6
113.0,5.951442857,23.0,5.0,3071.0,0,6
654.0,5.951442857,16.0,1.0,1183.0,0,6
1733.0,5.951442857,19.0,4.0,1580.0,0,6
83.0,5.951442857,20.0,4.0,1386.0,0,7
707.0,5.951442857,23.0,2.0,1384.0,0,6
3756.0,5.951442857,13.0,6.0,3439.0,1,5
56.0,5.951442857,17.0,7.0,1103.0,0,7
7918.0,5.951442857,14.0,1.0,4286.0,0,5
4757.0,5.951442857,10.0,3.0,2272.0,0,5
4411.0,5.951442857,20.0,1.0,2482.0,1,5
62.0,5.951442857,13.0,4.0,1565.0,0,7
1.0,5.951442857,13.0,1.0,2144.0,0,6
28.0,5.951442857,2.0,3.0,2082.0,0,7
43.0,5.951442857,23.0,7.0,2129.0,0,7
5823.0,5.951442857,19.0,6.0,1644.0,0,5
8.0,5.951442857,16.0,2.0,1494.0,1,7
1271.0,5.951442857,10.0,4.0,1872.0,0,6
9845.0,5.951442857,9.0,6.0,4663.0,0,5
1157.0,5.951442857,18.0,7.0,2013.0,0,6
476.0,5.951442857,13.0,6.0,2164.0,0,6
482.0,5.951442857,2.0,6.0,2314.0,1,6
319.0,5.951442857,0.0,5.0,2610.0,0,6
50.0,5.951442857,12.0,1.0,2898.0,0,7
6395.0,5.951442857,17.0,2.0,3314.0,1,5
1195.0,5.951442857,18.0,5.0,1496.0,0,6
4288.0,5.951442857,23.0,6.0,3710.0,1,5
51.0,5.951442857,10.0,7.0,2464.0,0,7
62.0,5.951442857,17.0,3.0,1503.0,0,6
84.0,5.951442857,13.0,2.0,748.0,0,6
1267.0,5.951442857,8.0,1.0,1497.0,0,6
1920.0,5.951442857,22.0,2.0,2175.0,0,6
1022.0,5.951442857,0.0,6.0,1707.0,0,6
103.0,5.951442857,3.0,6.0,2163.0,0,6
6654.0,5.951442857,24.0,1.0,965.0,1,5
364.0,5.951442857,18.0,6.0,1463.0,0,6
77.0,5.951442857,21.0,4.0,1579.0,0,7
436.0,5.951442857,24.0,6.0,1890.0,0,6
808.0,5.951442857,22.0,5.0,2563.0,1,6
1299.0,5.951442857,7.0,5.0,2018.0,0,6
45.0,5.951442857,17.0,6.0,3317.0,1,7
0.0,5.951442857,15.0,3.0,1640.0,0,7
5203.0,5.951442857,14.0,7.0,4151.0,1,5
89.0,5.951442857,14.0,2.0,2212.0,0,7
1339.0,5.951442857,15.0,3.0,2211.0,1,6
655.0,5.951442857,22.0,6.0,2309.0,0,6
1705.0,5.951442857,14.0,5.0,1698.0,1,6
2498.0,5.951442857,5.0,7.0,2521.0,0,5
5145.0,5.951442857,7.0,4.0,1930.0,0,5
4595.0,5.951442857,2.0,4.0,1866.0,0,5
39.0,5.951442857,14.0,2.0,2923.0,1,7
0.0,5.951442857,2.0,7.0,2600.0,0,7
6.0,5.951442857,21.0,3.0,3128.0,0,7
2.0,5.951442857,19.0,7.0,1601.0,1,7
6434.0,5.951442857,11.0,7.0,4052.0,0,5
224.0,5.951442857,13.0,6.0,1890.0,0,6
3291.0,5.951442857,0.0,5.0,2627.0,0,5
983.0,5.951442857,19.0,7.0,2665.0,0,6
1218.0,5.951442857,18.0,4.0,1144.0,0,6
1505.0,5.951442857,12.0,4.0,2040.0,0,6
3.0,5.951442857,12.0,4.0,2217.0,0,7
189.0,5.951442857,14.0,2.0,2614.0,1,5
1749.0,5.951442857,4.0,7.0,3308.0,0,6
4037.0,5.951442857,2.0,7.0,2414.0,0,5
1747.0,5.951442857,22.0,4.0,1358.0,0,6
2376.0,5.951442857,24.0,1.0,3488.0,1,5
875.0,5.951442857,16.0,3.0,1283.0,0,5
1997.0,5.951442857,17.0,5.0,2199.0,0,6
1097.0,5.951442857,19.0,6.0,3894.0,1,6
58.0,5.951442857,3.0,7.0,2440.0,1,7
31.0,5.951442857,5.0,4.0,2547.0,0,7
60.0,5.951442857,0.0,6.0,1435.0,0,7
3709.0,5.951442857,4.0,3.0,2227.0,0,5
178.0,5.951442857,14.0,1.0,2342.0,0,6
1465.0,5.951442857,13.0,2.0,780.0,0,6
85.0,5.951442857,10.0,5.0,2300.0,1,7
26.0,5.951442857,11.0,3.0,1729.0,0,7
49.0,5.951442857,9.0,5.0,1323.0,0,7
578.0,5.951442857,19.0,2.0,2515.0,0,6
77.0,5.951442857,23.0,4.0,2393.0,0,7
1507.0,5.951442857,3.0,5.0,1285.0,1,6
75.0,5.951442857,8.0,1.0,2485.0,0,5
4749.0,5.951442857,23.0,5.0,2252.0,0,5
4592.0,5.951442857,13.0,7.0,2543.0,0,5
1.0,5.951442857,5.0,1.0,2092.0,0,7
2950.0,5.951442857,5.0,7.0,3772.0,0,5
98.0,5.951442857,11.0,1.0,3097.0,0,7
5517.0,5.951442857,0.0,4.0,2758.0,0,5
4424.0,5.951442857,11.0,4.0,3306.0,1,5
1916.0,5.951442857,0.0,2.0,1669.0,1,6
4333.0,5.951442857,8.0,2.0,3810.0,0,5
90.0,5.951442857,1.0,5.0,3099.0,0,7
1210.0,5.951442857,7.0,2.0,2461.0,1,5
97.0,5.951442857,5.0,1.0,1310.0,0,7
1099.0,5.951442857,11.0,4.0,1767.0,0,6
1934.0,5.951442857,17.0,6.0,1871.0,1,6
783.0,5.951442857,8.0,6.0,2230.0,0,6
46.0,5.951442857,3.0,5.0,2910.0,1,7
1250.0,5.951442857,23.0,4.0,2708.0,1,6
8105.0,5.951442857,3.0,5.0,4099.0,1,5
9007.0,5.951442857,1.0,1.0,3358.0,0,5
2349.0,5.951442857,1.0,6.0,1633.0,0,5
1671.0,5.951442857,19.0,4.0,2479.0,1,6
1330.0,5.951442857,24.0,2.0,2539.0,0,6
71.0,5.951442857,24.0,1.0,2158.0,0,7
6.0,5.951442857,4.0,6.0,2623.0,1,7
95.0,5.951442857,24.0,6.0,1589.0,0,7
645.0,5.951442857,15.0,4.0,1318.0,0,6
486.0,5.951442857,9.0,1.0,1894.0,0,5
0.0,5.951442857,9.0,6.0,2647.0,1,7
57.0,5.951442857,3.0,2.0,1581.0,0,7
575.0,5.951442857,14.0,5.0,1543.0,0,6
1483.0,5.951442857,22.0,4.0,1862.0,0,6
7545.0,5.951442857,19.0,5.0,3946.0,1,5
201.0,5.951442857,16.0,3.0,1878.0,0,6
468.0,5.951442857,1.0,7.0,1782.0,0,6
17.0,5.951442857,20.0,4.0,1653.0,1,7
51.0,5.951442857,1.0,5.0,1997.0,0,7
8722.0,5.951442857,4.0,6.0,5964.0,0,5
3972.0,5.951442857,1.0,7.0,2680.0,0,5
51.0,5.951442857,14.0,1.0,1559.0,1,7
27.0,5.951442857,5.0,3.0,2137.0,1,7
503.0,5.951442857,9.0,3.0,1232.0,1,5
362.0,5.951442857,16.0,2.0,1218.0,0,6
62.0,5.951442857,20.0,7.0,2218.0,0,7
9232.0,5.951442857,20.0,6.0,5064.0,1,5
3233.0,5.951442857,15.0,4.0,2633.0,0,5
6659.0,5.951442857,20.0,2.0,5502.0,0,5
86.0,5.951442857,10.0,7.0,2960.0,1,7
85.0,5.951442857,11.0,1.0,1156.0,0,7
1405.0,5.951442857,10.0,4.0,1877.0,0,6
5.0,5.951442857,10.0,4.0,2184.0,1,7
12.0,5.951442857,18.0,1.0,1009.0,0,7
459.0,5.951442857,5.0,4.0,1965.0,1,6
1748.0,5.951442857,16.0,3.0,1098.0,0,6
70.0,5.951442857,9.0,2.0,1152.0,1,7
2054.0,5.951442857,13.0,1.0,2751.0,0,5
5095.0,5.951442857,21.0,4.0,1674.0,1,5
3850.0,5.951442857,21.0,5.0,1961.0,0,5
1013.0,5.951442857,3.0,7.0,1447.0,0,6
92.0,5.951442857,3.0,7.0,1811.0,1,7
4.0,5.951442857,7.0,4.0,2476.0,1,7
894.0,5.951442857,23.0,2.0,2637.0,0,6
1393.0,5.951442857,6.0,7.0,3738.0,0,6
6239.0,5.951442857,10.0,3.0,4723.0,1,5
5278.0,5.951442857,2.0,6.0,5106.0,1,5
125.0,5.951442857,22.0,4.0,1268.0,0,5
1306.0,5.951442857,21.0,7.0,2135.0,0,6
4458.0,5.951442857,0.0,5.0,2310.0,0,5
49.0,5.951442857,7.0,5.0,1684.0,0,7
324.0,5.951442857,2.0,2.0,1941.0,0,6
9384.0,5.951442857,23.0,2.0,1861.0,0,5
34.0,5.951442857,2.0,5.0,1964.0,0,7
8101.0,5.951442857,12.0,3.0,3397.0,0,5
422.0,5.951442857,17.0,4.0,2717.0,1,6
73.0,5.951442857,20.0,3.0,698.0,0,7
463.0,5.951442857,1.0,2.0,2929.0,0,5
8107.0,5.951442857,10.0,6.0,4693.0,0,5
62.0,5.951442857,7.0,3.0,2618.0,0,7
955.0,5.951442857,15.0,6.0,2032.0,0,6
3470.0,5.951442857,17.0,4.0,4378.0,1,5
1.0,5.951442857,24.0,3.0,1978.0,0,7
96.0,5.951442857,2.0,1.0,1821.0,0,7
72.0,5.951442857,14.0,2.0,2114.0,0,7
50.0,5.951442857,7.0,4.0,1430.0,0,7
94.0,5.951442857,19.0,5.0,1879.0,1,7
0.0,5.951442857,22.0,5.0,1365.0,1,7
85.0,5.951442857,16.0,7.0,1786.0,0,7
714.0,5.951442857,22.0,1.0,1657.0,0,6
1047.0,5.951442857,11.0,6.0,1434.0,0,6
1276.0,5.951442857,8.0,5.0,2738.0,1,6
7656.0,5.951442857,0.0,5.0,4633.0,0,5
302.0,5.951442857,2.0,5.0,2808.0,1,6
76.0,5.951442857,8.0,5.0,1609.0,1,7
1693.0,5.951442857,8.0,6.0,2626.0,0,6
6.0,5.951442857,18.0,6.0,1908.0,0,7
4.0,5.951442857,4.0,6.0,3131.0,0,7
883.0,5.951442857,0.0,2.0,2255.0,1,6
1202.0,5.951442857,9.0,3.0,783.0,0,6
1536.0,5.951442857,23.0,5.0,1518.0,0,5
47.0,5.951442857,16.0,6.0,1692.0,1,7
541.0,5.951442857,3.0,7.0,4038.0,0,6
92.0,5.951442857,18.0,1.0,1417.0,0,7
3183.0,5.951442857,15.0,4.0,2509.0,0,5
6192.0,5.951442857,6.0,5.0,1103.0,0,5
68.0,5.951442857,15.0,3.0,2580.0,0,7
1688.0,5.951442857,22.0,4.0,1914.0,0,6
11.0,5.951442857,9.0,3.0,751.0,1,5
2119.0,5.951442857,3.0,2.0,2366.0,0,5
75.0,5.951442857,20.0,4.0,758.0,0,7
2180.0,5.951442857,4.0,4.0,1781.0,0,5
8931.0,5.951442857,3.0,4.0,5517.0,0,5
1490.0,5.951442857,11.0,6.0,2199.0,0,6
272.0,5.951442857,17.0,2.0,1204.0,0,6
5095.0,5.951442857,10.0,2.0,4320.0,0,5
1388.0,5.951442857,22.0,5.0,1622.0,0,6
1993.0,5.951442857,8.0,6.0,1347.0,1,6
23.0,5.951442857,1.0,7.0,1899.0,0,7
1785.0,5.951442857,6.0,6.0,1870.0,0,6
7557.0,5.951442857,4.0,4.0,1489.0,1,5
27.0,5.951442857,9.0,3.0,2210.0,0,7
1801.0,5.951442857,15.0,2.0,2749.0,1,6
1766.0,5.951442857,14.0,2.0,2861.0,1,6
79.0,5.951442857,13.0,7.0,2438.0,0,7
22.0,5.951442857,9.0,4.0,1872.0,0,7
1928.0,5.951442857,13.0,6.0,2001.0,0,6
50.0,5.951442857,3.0,6.0,1573.0,0,7
3162.0,5.951442857,16.0,3.0,2773.0,0,5
81.0,5.951442857,16.0,5.0,1765.0,0,7
69.0,5.951442857,6.0,3.0,1776.0,1,7
1919.0,5.951442857,2.0,3.0,2253.0,0,5
69.0,5.951442857,18.0,5.0,3498.0,0,7
819.0,5.951442857,8.0,4.0,2010.0,0,6
6.0,5.951442857,12.0,6.0,2299.0,0,7
92.0,5.951442857,14.0,7.0,2774.0,0,7
13.0,5.951442857,22.0,3.0,1755.0,0,7
69.0,5.951442857,19.0,3.0,2571.0,0,7
1024.0,5.951442857,14.0,2.0,1548.0,1,6
408.0,5.951442857,3.0,7.0,2538.0,1,6
1319.0,5.951442857,17.0,3.0,1281.0,0,6
7598.0,5.951442857,19.0,5.0,3590.0,1,5
1062.0,5.951442857,19.0,4.0,3320.0,0,6
12.0,5.951442857,4.0,1.0,738.0,0,7
19.0,5.951442857,19.0,7.0,3147.0,1,7
1004.0,5.951442857,13.0,1.0,2461.0,0,6
7363.0,5.951442857,11.0,1.0,3029.0,0,5
68.0,5.951442857,5.0,1.0,1739.0,0,7
55.0,5.951442857,17.0,6.0,1621.0,1,7
1785.0,5.951442857,5.0,1.0,1769.0,0,6
376.0,5.951442857,17.0,5.0,1151.0,0,6
1516.0,5.951442857,18.0,6.0,3180.0,0,6
65.0,5.951442857,3.0,6.0,1065.0,0,7
20.0,5.951442857,22.0,2.0,2280.0,1,7
98.0,5.951442857,24.0,5.0,2410.0,0,7
288.0,5.951442857,8.0,2.0,1042.0,0,5
4998.0,5.951442857,3.0,4.0,2386.0,0,5
1340.0,5.951442857,24.0,2.0,1414.0,0,5
1507.0,5.951442857,24.0,3.0,1024.0,0,6
38.0,5.951442857,8.0,2.0,1694.0,1,7
9798.0,5.951442857,1.0,6.0,3170.0,0,5
40.0,5.951442857,20.0,6.0,1833.0,1,7
19.0,5.951442857,21.0,4.0,2912.0,0,7
1386.0,5.951442857,19.0,7.0,2327.0,0,6
71.0,5.951442857,8.0,7.0,2124.0,1,7
1767.0,5.951442857,12.0,3.0,1483.0,0,6
24.0,5.951442857,6.0,3.0,1913.0,0,7
1658.0,5.951442857,18.0,3.0,2228.0,0,5
1.0,5.951442857,23.0,7.0,2283.0,0,7
55.0,5.951442857,19.0,5.0,2945.0,0,7
5964.0,5.951442857,2.0,4.0,3176.0,0,5
28.0,5.951442857,13.0,1.0,1236.0,0,7
7304.0,5.951442857,3.0,3.0,2693.0,0,5
28.0,5.951442857,2.0,1.0,1809.0,1,7
24.0,5.951442857,20.0,3.0,2055.0,0,7
658.0,5.951442857,10.0,1.0,1320.0,0,6
34.0,5.951442857,20.0,3.0,1344.0,0,7
80.0,5.951442857,15.0,1.0,1532.0,0,7
996.0,5.951442857,18.0,5.0,2306.0,0,6
1993.0,5.951442857,23.0,4.0,2430.0,1,6
80.0,5.951442857,3.0,4.0,846.0,0,7
6574.0,5.951442857,19.0,5.0,3263.0,0,5
2.0,5.951442857,11.0,6.0,2424.0,1,7
1697.0,5.951442857,20.0,5.0,1171.0,0,6
20.0,5.951442857,14.0,2.0,1289.0,0,7
8770.0,5.951442857,19.0,1.0,3716.0,1,5
111.0,5.951442857,4.0,7.0,2967.0,1,6
74.0,5.951442857,13.0,7.0,2457.0,0,6
41.0,5.951442857,16.0,6.0,2845.0,0,7
8194.0,5.951442857,21.0,6.0,4790.0,1,5
203.0,5.951442857,17.0,5.0,2179.0,0,6
5074.0,5.951442857,3.0,7.0,4622.0,1,5
20.0,5.951442857,11.0,1.0,1964.0,1,7
551.0,5.951442857,3.0,6.0,1351.0,0,6
86.0,5.951442857,16.0,4.0,1125.0,0,7
8922.0,5.951442857,23.0,4.0,7033.0,1,5
1412.0,5.951442857,5.0,1.0,1591.0,0,6
616.0,5.951442857,4.0,3.0,1711.0,0,6
998.0,5.951442857,8.0,3.0,1095.0,0,6
2791.0,5.951442857,6.0,5.0,3326.0,0,5
45.0,5.951442857,20.0,7.0,2127.0,0,7
6207.0,5.951442857,16.0,7.0,2929.0,0,5
1960.0,5.951442857,14.0,1.0,2161.0,0,6
1614.0,5.951442857,3.0,1.0,1952.0,0,5
5175.0,5.951442857,6.0,6.0,1650.0,0,5
952.0,5.951442857,19.0,7.0,1672.0,0,6
5738.0,5.951442857,20.0,3.0,2240.0,0,5
8317.0,5.951442857,12.0,6.0,3238.0,0,5
11.0,5.951442857,15.0,7.0,2045.0,0,7
52.0,5.951442857,12.0,6.0,2563.0,0,7
833.0,5.951442857,1.0,7.0,3094.0,0,6
452.0,5.951442857,5.0,4.0,1499.0,1,6
590.0,5.951442857,16.0,1.0,1171.0,0,6
1840.0,5.951442857,19.0,2.0,1814.0,0,6
1060.0,5.951442857,6.0,1.0,2376.0,0,5
5074.0,5.951442857,11.0,1.0,1818.0,0,5
1134.0,5.951442857,7.0,3.0,1559.0,1,6
1518.0,5.951442857,20.0,2.0,2458.0,1,5
1801.0,5.951442857,3.0,5.0,2646.0,1,6
1903.0,5.951442857,9.0,4.0,1447.0,0,6
770.0,5.951442857,8.0,4.0,971.0,0,6
0.0,5.951442857,4.0,4.0,1346.0,1,7
10.0,5.951442857,12.0,1.0,1514.0,1,7
2801.0,5.951442857,21.0,7.0,2738.0,1,5
8272.0,5.951442857,17.0,4.0,4981.0,0,5
85.0,5.951442857,17.0,7.0,2871.0,0,7
785.0,5.951442857,11.0,7.0,3062.0,1,6
9740.0,5.951442857,1.0,2.0,1041.0,0,5
434.0,5.951442857,22.0,3.0,1614.0,0,6
31.0,5.951442857,19.0,7.0,1243.0,0,7
1262.0,5.951442857,23.0,4.0,998.0,0,6
82.0,5.951442857,10.0,3.0,3383.0,0,7
324.0,5.951442857,8.0,3.0,1553.0,0,6
79.0,5.951442857,18.0,2.0,1255.0,0,7
4579.0,5.951442857,5.0,6.0,2839.0,0,5
9.0,5.951442857,1.0,3.0,1920.0,0,7
6734.0,5.951442857,17.0,6.0,4102.0,0,5
2226.0,5.951442857,18.0,3.0,1807.0,0,5
895.0,5.951442857,14.0,6.0,1550.0,1,6
1383.0,5.951442857,16.0,3.0,2033.0,0,6
8.0,5.951442857,19.0,5.0,1828.0,0,7
39.0,5.951442857,10.0,6.0,3053.0,0,7
57.0,5.951442857,20.0,1.0,1320.0,0,7
407.0,5.951442857,3.0,3.0,2109.0,0,6
414.0,5.951442857,8.0,4.0,1715.0,0,5
69.0,5.951442857,23.0,7.0,1124.0,0,7
6926.0,5.951442857,12.0,2.0,1939.0,0,5
361.0,5.951442857,3.0,2.0,888.0,0,6
1496.0,5.951442857,4.0,1.0,2379.0,0,6
59.0,5.951442857,4.0,6.0,1971.0,0,7
752.0,5.951442857,14.0,1.0,2268.0,0,6
8003.0,5.951442857,18.0,7.0,4299.0,0,5
5308.0,5.951442857,10.0,5.0,2297.0,0,5
235.0,5.951442857,0.0,5.0,1213.0,1,6
6512.0,5.951442857,21.0,1.0,4048.0,1,5
7.0,5.951442857,2.0,2.0,1950.0,0,7
1901.0,5.951442857,20.0,5.0,1149.0,1,6
1334.0,5.951442857,24.0,4.0,1365.0,0,6
6840.0,5.951442857,15.0,7.0,1966.0,0,5
70.0,5.951442857,1.0,2.0,1965.0,0,7
3371.0,5.951442857,3.0,6.0,3934.0,1,5
8669.0,5.951442857,10.0,5.0,4684.0,1,5
70.0,5.951442857,7.0,4.0,1564.0,0,7
98.0,5.951442857,16.0,5.0,2677.0,0,6
22.0,5.951442857,5.0,7.0,1101.0,0,7
96.0,5.951442857,17.0,4.0,3189.0,0,7
282.0,5.951442857,8.0,1.0,1279.0,0,6
4501.0,5.951442857,3.0,1.0,4878.0,1,5
1561.0,5.951442857,18.0,4.0,1547.0,0,6
7084.0,5.951442857,19.0,6.0,2398.0,0,5
2258.0,5.951442857,11.0,4.0,2717.0,1,5
8070.0,5.951442857,20.0,1.0,2671.0,0,5
37.0,5.951442857,13.0,7.0,1209.0,0,7
5123.0,5.951442857,2.0,1.0,3566.0,0,5
15.0,5.951442857,1.0,5.0,1737.0,0,7
5.0,5.951442857,18.0,4.0,1007.0,0,7
7584.0,5.951442857,15.0,5.0,4851.0,0,5
12.0,5.951442857,8.0,5.0,1459.0,1,7
3287.0,5.951442857,14.0,7.0,3073.0,0,5
1980.0,5.951442857,11.0,1.0,916.0,0,6
520.0,5.951442857,17.0,3.0,2214.0,0,5
353.0,5.951442857,1.0,3.0,1469.0,1,5
1002.0,5.951442857,12.0,1.0,1674.0,1,6
1059.0,5.951442857,19.0,6.0,1308.0,0,5
1454.0,5.951442857,10.0,1.0,1386.0,0,5
408.0,5.951442857,24.0,5.0,1663.0,0,6
42.0,5.951442857,1.0,3.0,1912.0,0,5
4955.0,5.951442857,2.0,5.0,1828.0,0,5
10.0,5.951442857,18.0,6.0,3346.0,1,7
2430.0,5.951442857,12.0,4.0,3340.0,1,5
840.0,5.951442857,13.0,5.0,2446.0,0,6
93.0,5.951442857,17.0,4.0,2300.0,0,7
5608.0,5.951442857,1.0,4.0,2859.0,0,5
39.0,5.951442857,1.0,2.0,1876.0,0,7
16.0,5.951442857,13.0,3.0,1335.0,1,7
426.0,5.951442857,20.0,6.0,1320.0,0,6
1234.0,5.951442857,13.0,1.0,2200.0,0,6
1489.0,5.951442857,23.0,5.0,1249.0,0,6
2583.0,5.951442857,19.0,5.0,3074.0,0,5
115.0,5.951442857,11.0,2.0,2509.0,0,5
53.0,5.951442857,6.0,4.0,2524.0,0,7
1555.0,5.951442857,19.0,4.0,1351.0,0,6
8169.0,5.951442857,21.0,6.0,4550.0,0,5
28.0,5.951442857,4.0,1.0,1440.0,0,7
505.0,5.951442857,24.0,2.0,1607.0,1,6
948.0,5.951442857,12.0,5.0,1560.0,0,6
712.0,5.951442857,2.0,1.0,675.0,0,6
3363.0,5.951442857,17.0,6.0,2971.0,0,5
49.0,5.951442857,13.0,1.0,1075.0,0,7
11.0,5.951442857,14.0,6.0,1528.0,0,7
9096.0,5.951442857,11.0,2.0,7226.0,0,5
8948.0,5.951442857,16.0,1.0,3495.0,1,5
43.0,5.951442857,16.0,2.0,1537.0,1,7
2.0,5.951442857,18.0,6.0,3189.0,0,7
9739.0,5.951442857,5.0,1.0,7337.0,0,5
546.0,5.951442857,21.0,5.0,2936.0,0,6
1316.0,5.951442857,6.0,4.0,2344.0,0,6
1212.0,5.951442857,17.0,1.0,2097.0,1,5
17.0,5.951442857,7.0,5.0,2760.0,0,7
7011.0,5.951442857,22.0,2.0,3131.0,0,5
1056.0,5.951442857,24.0,1.0,1960.0,0,6
7892.0,5.951442857,4.0,3.0,2349.0,1,5
657.0,5.951442857,9.0,2.0,1557.0,0,6
40.0,5.951442857,4.0,3.0,919.0,0,7
1191.0,5.951442857,15.0,1.0,952.0,1,6
2434.0,5.951442857,19.0,5.0,2057.0,1,5
8052.0,5.951442857,19.0,1.0,2415.0,0,5
740.0,5.951442857,13.0,1.0,2405.0,0,5
3370.0,5.951442857,8.0,2.0,2457.0,0,5
1041.0,5.951442857,4.0,2.0,1780.0,1,5
8941.0,5.951442857,17.0,4.0,1510.0,0,5
8541.0,5.951442857,22.0,4.0,4506.0,0,5
353.0,5.951442857,0.0,3.0,2584.0,1,6
65.0,5.951442857,16.0,1.0,1563.0,1,7
1904.0,5.951442857,24.0,4.0,4171.0,0,5
6819.0,5.951442857,11.0,4.0,2207.0,0,5
6673.0,5.951442857,18.0,4.0,2679.0,1,5
3.0,5.951442857,16.0,4.0,1213.0,0,7
245.0,5.951442857,15.0,4.0,2280.0,0,6
1589.0,5.951442857,15.0,7.0,1922.0,0,5
1047.0,5.951442857,21.0,7.0,2605.0,0,5
269.0,5.951442857,23.0,6.0,1605.0,0,5
8073.0,5.951442857,3.0,3.0,4185.0,0,5
60.0,5.951442857,16.0,7.0,3221.0,0,7
10.0,5.951442857,17.0,1.0,412.0,0,7
83.0,5.951442857,19.0,4.0,2919.0,0,7
6059.0,5.951442857,15.0,2.0,4078.0,0,5
7238.0,5.951442857,10.0,2.0,2589.0,0,5
7115.0,5.951442857,0.0,4.0,2515.0,0,5
8530.0,5.951442857,16.0,2.0,1948.0,0,5
6.0,5.951442857,5.0,6.0,2233.0,0,7
8874.0,5.951442857,15.0,4.0,2435.0,0,5
762.0,5.951442857,8.0,1.0,2867.0,0,6
263.0,5.951442857,20.0,2.0,1554.0,0,6
56.0,5.951442857,15.0,3.0,976.0,0,7
1218.0,5.951442857,14.0,2.0,1846.0,1,6
1190.0,5.951442857,18.0,4.0,1220.0,0,6
1340.0,5.951442857,1.0,4.0,2243.0,0,6
419.0,5.951442857,17.0,3.0,1792.0,0,6
8383.0,5.951442857,14.0,4.0,1484.0,0,5
51.0,5.951442857,5.0,1.0,1292.0,0,7
71.0,5.951442857,2.0,6.0,1858.0,0,7
4671.0,5.951442857,15.0,6.0,3571.0,0,5
3320.0,5.951442857,17.0,2.0,2599.0,1,5
144.0,5.951442857,23.0,2.0,2712.0,0,6
865.0,5.951442857,14.0,1.0,1965.0,0,6
185.0,5.951442857,0.0,1.0,1349.0,0,5
1059.0,5.951442857,17.0,5.0,3075.0,1,6
1943.0,5.951442857,13.0,7.0,2465.0,1,6
91.0,5.951442857,15.0,1.0,1309.0,0,7
1214.0,5.951442857,15.0,2.0,1345.0,0,6
421.0,5.951442857,13.0,7.0,1869.0,0,6
61.0,5.951442857,1.0,4.0,775.0,0,7
5642.0,5.951442857,9.0,3.0,3959.0,1,5
6428.0,5.951442857,9.0,1.0,2333.0,0,5
490.0,5.951442857,16.0,3.0,1137.0,0,6
1927.0,5.951442857,11.0,2.0,1599.0,0,5
60.0,5.951442857,23.0,1.0,1392.0,0,7
6181.0,5.951442857,10.0,7.0,1588.0,0,5
1134.0,5.951442857,15.0,2.0,2388.0,0,6
6441.0,5.951442857,8.0,3.0,3655.0,0,5
645.0,5.951442857,11.0,1.0,2369.0,0,6
15.0,5.951442857,10.0,7.0,1344.0,0,6
4.0,5.951442857,9.0,5.0,1792.0,0,7
53.0,5.951442857,22.0,3.0,3125.0,1,7
1387.0,5.951442857,11.0,2.0,2106.0,0,6
39.0,5.951442857,12.0,1.0,1309.0,0,7
3002.0,5.951442857,7.0,3.0,2415.0,0,5
71.0,5.951442857,15.0,4.0,2711.0,0,7
3175.0,5.951442857,5.0,1.0,1290.0,1,5
91.0,5.951442857,4.0,2.0,694.0,1,7
50.0,5.951442857,19.0,1.0,910.0,0,7
804.0,5.951442857,6.0,2.0,2485.0,0,6
3754.0,5.951442857,3.0,6.0,1757.0,0,5
25.0,5.951442857,11.0,7.0,2153.0,0,6
2635.0,5.951442857,11.0,1.0,2031.0,0,5
1427.0,5.951442857,5.0,6.0,1477.0,0,6
73.0,5.951442857,1.0,6.0,2085.0,0,7
88.0,5.951442857,9.0,6.0,1210.0,0,7
31.0,5.951442857,24.0,5.0,1898.0,0,7
1495.0,5.951442857,1.0,4.0,1785.0,0,6
9933.0,5.951442857,12.0,3.0,4824.0,0,5
8869.0,5.951442857,23.0,6.0,2281.0,0,5
3468.0,5.951442857,16.0,4.0,2416.0,0,5
916.0,5.951442857,2.0,5.0,1394.0,0,6
63.0,5.951442857,24.0,2.0,1308.0,0,7
25.0,5.951442857,8.0,1.0,878.0,0,7
1779.0,5.951442857,16.0,1.0,1293.0,0,6
9759.0,5.951442857,12.0,6.0,5424.0,0,5
1669.0,5.951442857,24.0,1.0,2600.0,1,6
2.0,5.951442857,19.0,5.0,1071.0,0,7
1292.0,5.951442857,23.0,1.0,1767.0,0,6
